,0,1,2,3,4,5,6,7,8,9,10
229,chlorophenol,100,10.0,50.0,0,0.545586107,0.796751889,0.872809133,0.903521466,0.905451037,0.907702203
230,nitrophenol,100,10.0,50.0,0,0.431378613,0.551161622,0.683791411,0.802363189,0.860489389,0.886737021
231,p-hydroxybenzoic acid,100,10.0,50.0,0,0.359210078,0.66990126,0.818862785,0.886618999,0.915815458,0.928498468
232,quinol,100,10.0,50.0,0,0.304127088,0.559941042,0.567147068,0.574353095,0.583360629,0.603321323
233,p-Hydroxybenzaldehyde,100,10.0,50.0,0,0.30636277,0.537645177,0.783223222,0.883874198,0.907215662,0.908346391
234,p-Hydroxyacetophenone,100,10.0,50.0,0,0.398074866,0.715527467,0.879902771,0.914166262,0.917822071,0.917860963
235,p-hydroxyanisole,100,10.0,50.0,0,0.368050585,0.586733476,0.738248628,0.775471248,0.784418993,0.787520878
236,Methyl 4-hydroxybenzoate,100,10.0,50.0,0,0.78931848,0.935452163,0.987221494,1.0,1.0,1.0
237,p-Hydroxybenzyl Alcohol,100,10.0,50.0,0,0.416380848,0.671148306,0.769652902,0.804019756,0.810742214,0.812731513
238,4-acetamidophenol,100,10.0,50.0,0,0.612613691,0.693992341,0.783030158,0.852082336,0.862254667,0.863571087
239,p-methylphenol,100,10.0,50.0,0,0.236692538,0.300372792,0.354274888,0.446189574,0.556071625,0.645297317
240,phenol,100,20.0,30.0,0,0.351227679,0.467299107,0.477120536,0.478330357,0.480580357,0.480803571
241,chlorophenol,100,20.0,30.0,0,0.587980769,0.713461538,0.730608974,0.731730769,0.735480769,0.737884615
242,nitrophenol,100,20.0,30.0,0,0.536605755,0.679253909,0.727412845,0.734413981,0.737196149,0.738659073
243,p-hydroxybenzoic acid,100,20.0,30.0,0,0.519104991,0.7,0.725215146,0.728055077,0.730636833,0.733907057
244,quinol,100,20.0,30.0,0,0.342555332,0.40045674,0.406773977,0.409067069,0.410588196,0.410947686
245,p-Hydroxybenzaldehyde,100,20.0,30.0,0,0.481467748,0.676350622,0.73974237,0.748899673,0.749641285,0.750609912
246,p-Hydroxyacetophenone,100,20.0,30.0,0,0.558049352,0.741169584,0.767436756,0.769083027,0.770546507,0.771936564
247,p-hydroxyanisole,100,20.0,30.0,0,0.403807015,0.562911529,0.587573327,0.58849587,0.589249371,0.5935592
248,Methyl 4-hydroxybenzoate,100,20.0,30.0,0,0.957047407,1.0,1.0,1.0,1.0,1.0
249,p-Hydroxybenzyl Alcohol,100,20.0,30.0,0,0.510456797,0.629884425,0.646945515,0.649146946,0.651554761,0.652655476
250,4-acetamidophenol,100,20.0,30.0,0,0.465083304,0.64008035,0.669738863,0.671511284,0.672929221,0.67446532
251,p-methylphenol,100,20.0,30.0,0,0.198183826,0.310099399,0.391213646,0.44545343,0.491471346,0.506933366
252,phenol,100,15.0,50.0,0,0.434923952,0.630906769,0.672704052,0.675838848,0.67688378,0.677812609
253,chlorophenol,100,15.0,50.0,0,0.692598255,0.873100099,0.902958899,0.904307941,0.905207303,0.906286537
254,nitrophenol,100,15.0,50.0,0,0.572426086,0.751065484,0.851649824,0.895059908,0.910405554,0.910995256
255,p-hydroxybenzoic acid,100,15.0,50.0,0,0.597891284,0.862371134,0.916776007,0.924648547,0.925866917,0.927179007
256,quinol,100,15.0,50.0,0,0.440628984,0.609519762,0.620824479,0.621844454,0.625159371,0.629239269
257,p-Hydroxybenzaldehyde,100,15.0,50.0,0,0.419867455,0.72262916,0.858529279,0.881499528,0.882432599,0.882719849
258,p-Hydroxyacetophenone,100,15.0,50.0,0,0.60057847,0.869910681,0.915933421,0.92133026,0.921518651,0.92157406
259,p-hydroxyanisole,100,15.0,50.0,0,0.479723474,0.711375841,0.776865626,0.786988458,0.787914326,0.788346398
260,Methyl 4-hydroxybenzoate,100,15.0,50.0,0,0.95638369,1.0,1.0,1.0,1.0,1.0
261,p-Hydroxybenzyl Alcohol,100,15.0,50.0,0,0.619526974,0.788702111,0.818217357,0.821931196,0.824081314,0.824863174
262,4-acetamidophenol,100,15.0,50.0,0,0.550076104,0.798782344,0.864170472,0.874581431,0.876286149,0.876407915
263,p-methylphenol,100,15.0,50.0,0,0.325430624,0.440538994,0.556727897,0.663255577,0.700883493,0.702599631
264,phenol,100,20.0,50.0,0,0.543681383,0.672039243,0.688507358,0.688857744,0.690492875,0.690726466
265,chlorophenol,100,20.0,50.0,0,0.800226053,0.903739286,0.912593011,0.912781388,0.912969765,0.913723274
266,nitrophenol,100,20.0,50.0,0,0.651247835,0.836193623,0.898040033,0.911143902,0.912154359,0.912202476
267,p-hydroxybenzoic acid,100,20.0,50.0,0,0.732447907,0.905481509,0.921719542,0.922188849,0.922329641,0.922376572
268,quinol,100,20.0,50.0,0,0.485743999,0.622670942,0.62327758,0.624490857,0.625444146,0.62622411
269,p-Hydroxybenzaldehyde,100,20.0,50.0,0,0.577821073,0.848725764,0.894447412,0.898752475,0.899276205,0.899684714
270,p-Hydroxyacetophenone,100,20.0,50.0,0,0.74863999,0.917392005,0.930004836,0.930105577,0.93030706,0.931223807
271,p-hydroxyanisole,100,20.0,50.0,0,0.560754765,0.766605458,0.785474577,0.786524789,0.7868676,0.788133983
272,Methyl 4-hydroxybenzoate,100,20.0,50.0,0,0.991163721,1.0,1.0,1.0,1.0,1.0
273,p-Hydroxybenzyl Alcohol,100,20.0,50.0,0,0.687023656,0.804909433,0.817974859,0.818667722,0.820350391,0.821241215
274,4-acetamidophenol,100,20.0,50.0,0,0.682801857,0.854903852,0.881246609,0.882572789,0.883055036,0.883477003
275,p-methylphenol,100,20.0,50.0,0,0.431676607,0.558648111,0.668654738,0.714380384,0.718290258,0.721935056
276,phenol,100,5.0,70.0,0,0.184303855,0.40235671,0.611714907,0.734240934,0.786065668,0.802082142
277,chlorophenol,100,5.0,70.0,0,0.349152221,0.678507152,0.863218717,0.940134508,0.960879038,0.968835844
278,nitrophenol,100,5.0,70.0,0,0.277712857,0.374718048,0.480310895,0.616680708,0.730915564,0.807334837
279,p-hydroxybenzoic acid,100,5.0,70.0,0,0.231489568,0.464919942,0.720718098,0.895730228,0.956525958,0.977971858
280,quinol,100,5.0,70.0,0,0.299480476,0.495642702,0.605832076,0.725490196,0.750963633,0.754985755
281,p-Hydroxybenzaldehyde,100,5.0,70.0,0,0.131886764,0.265832366,0.453277489,0.716485845,0.881223192,0.942786496
282,p-Hydroxyacetophenone,100,5.0,70.0,0,0.212619427,0.434949312,0.727252837,0.916450474,0.964856896,0.976953292
283,p-hydroxyanisole,100,5.0,70.0,0,0.259819098,0.464821223,0.665209737,0.804892855,0.866083895,0.884295514
284,Methyl 4-hydroxybenzoate,100,5.0,70.0,0,0.523081978,0.690323641,0.855101035,0.953836044,0.988664367,1.0
285,p-Hydroxybenzyl Alcohol,100,5.0,70.0,0,0.329035982,0.60833173,0.785934193,0.865499327,0.893784876,0.906195882
286,4-acetamidophenol,100,5.0,70.0,0,0.207423581,0.382450136,0.618198985,0.819662457,0.896553759,0.929009796
287,p-methylphenol,100,5.0,70.0,0,0.15801015,0.205337385,0.241024998,0.293026753,0.373598145,0.451224861
288,phenol,100,10.0,70.0,0,0.39934218,0.724055801,0.784620619,0.803788137,0.806510151,0.813542021
289,chlorophenol,100,10.0,70.0,0,0.653063088,0.909887702,0.955263398,0.968227883,0.969323473,0.969779969
290,nitrophenol,100,10.0,70.0,0,0.473319539,0.650281778,0.794424328,0.891522148,0.934496747,0.952669407
291,p-hydroxybenzoic acid,100,10.0,70.0,0,0.506404624,0.856046243,0.956624277,0.977526012,0.979791908,0.980624277
292,quinol,100,10.0,70.0,0,0.381687526,0.646086592,0.87793281,0.951853404,0.964129589,0.965878196
293,p-Hydroxybenzaldehyde,100,10.0,70.0,0,0.307278006,0.632015217,0.886274902,0.958173991,0.967864651,0.968635499
294,p-Hydroxyacetophenone,100,10.0,70.0,0,0.50242338,0.875613579,0.964876459,0.978694881,0.979901415,0.981200759
295,p-hydroxyanisole,100,10.0,70.0,0,0.428869203,0.726107348,0.856279312,0.895674831,0.904220948,0.904950495
296,Methyl 4-hydroxybenzoate,100,10.0,70.0,0,0.839678014,0.966292135,1.0,1.0,1.0,1.0
297,p-Hydroxybenzyl Alcohol,100,10.0,70.0,0,0.587403357,0.823684707,0.883273619,0.900150858,0.901470866,0.902508014
298,4-acetamidophenol,100,10.0,70.0,0,0.505684711,0.796764523,0.909157758,0.94496295,0.95604955,0.958934329
299,p-methylphenol,100,10.0,70.0,0,0.283561119,0.372461362,0.489781581,0.662153532,0.774747733,0.820666752
